"go_id","go_desc","gene_count","up_count","down_count","background_count","p_value","odds_ratio","p_adj"
"GO:0019104","DNA N-glycosylase activity",2,2,0,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0035556","intracellular signal transduction",18,12,6,226,0.0192877468067326,1.78078484360808,0.252965630844089
"GO:0040015","negative regulation of multicellular organism growth",2,0,2,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0046620","regulation of organ growth",2,2,0,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0048367","shoot system development",5,1,4,34,0.0197044504648696,3.53689664291532,0.252965630844089
"GO:0050661","NADP binding",9,3,6,85,0.0173808707551302,2.43232088113588,0.252965630844089
"GO:0051016","barbed-end actin filament capping",2,1,1,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0052886","9,9'-dicis-carotene:quinone oxidoreductase activity",4,0,4,22,0.0175293891196572,4.55706944235908,0.252965630844089
"GO:0052887","7,9,9'-tricis-neurosporene:quinone oxidoreductase activity",4,0,4,22,0.0175293891196572,4.55706944235908,0.252965630844089
"GO:0070507","regulation of microtubule cytoskeleton organization",2,2,0,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0071705","nitrogen compound transport",2,0,2,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0072699","protein localization to cortical microtubule cytoskeleton",2,2,0,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0080044","quercetin 7-O-glucosyltransferase activity",4,0,4,22,0.0175293891196572,4.55706944235908,0.252965630844089
"GO:0102250","linear malto-oligosaccharide phosphorylase activity",2,0,2,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0102499","SHG alpha-glucan phosphorylase activity",2,0,2,5,0.0197431439765628,13.6563583745805,0.252965630844089
"GO:0009134","nucleoside diphosphate catabolic process",3,2,1,13,0.0203211390138679,6.14894626129587,0.255262704005174
"GO:0017110","nucleoside-diphosphatase activity",3,2,1,13,0.0203211390138679,6.14894626129587,0.255262704005174
"GO:0060401","cytosolic calcium ion transport",3,2,1,13,0.0203211390138679,6.14894626129587,0.255262704005174
"GO:0080043","quercetin 3-O-glucosyltransferase activity",4,0,4,23,0.0204551081673595,4.31712131446774,0.255262704005174
"GO:0102726","DIMBOA glucoside beta-D-glucosidase activity",4,0,4,23,0.0204551081673595,4.31712131446774,0.255262704005174
"GO:0006378","mRNA polyadenylation",5,3,2,35,0.0221315017795422,3.41888452104552,0.273335454967954
